YEAR,ID,HRS1,MARITAL,DIVORCE,SPWRKSTA,SPHRS1,CHILDS,AGE,EDUC,SPEDUC,SEX,RACE,RES16,REG16,RINCOME,REGION,PARTYID,SOCOMMUN,SOCFREND,SOCBAR,ROMANCE,LIVEWITH,HAPPROM,WILLWED1,WILLWED2,SPHMEWRK,FAIRHWRK,EARNMORE,FAMFINAN,EARNMORE,TRADMOD,SHARESEP,EMOTEOTH,CHLDIDEL,PREMARSX,MENBEN,WOMENBEN,CHLDBEN,ALLBEN,NOONEBEN,PARTNERS,MATESEX
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,192,,2,2,,,1,75,16,97,1,1,4,7,,9,1,3,3,3,2,,,,2,,,,,,1,1,1,2,4,2,2,1,1,2,1,1
1996,193,,2,2,,,2,74,12,97,1,1,4,9,99,9,1,4,5,7,,,,,,,,,,,,,,2,4,,,,,,1,1
1996,194,,1,2,3,,0,25,15,15,2,3,3,9,1,9,2,7,4,7,,,,,,4,1,3,,3,2,1,1,2,4,9,9,1,1,9,1,1
1996,195,30,3,,,,5,62,14,97,2,1,4,0,12,9,0,,,,2,,,,2,,,,,,2,2,2,,,9,9,9,1,9,,
1996,196,50,5,,,,0,47,16,97,1,1,5,2,12,9,1,,,,,,,,,,,,,,,,,,,,,,,,7,1
1996,197,60,5,,,,0,32,17,97,1,3,6,0,12,9,1,,,,1,2,2,2,,,,,,,2,1,1,,,2,2,2,1,9,2,2
1996,198,40,1,2,1,60,2,32,14,16,2,3,6,0,11,9,1,4,3,4,,,,,,5,1,3,,3,2,1,1,3,2,1,1,1,1,2,1,1
1996,199,,2,2,,,2,48,14,97,2,2,6,3,,9,1,2,3,6,,,,,,,,,,,,,,4,4,,,,,,2,2
1996,200,65,1,1,1,80,1,38,12,16,1,1,3,9,12,9,0,7,7,7,,,,,,,,,5,,,,,2,4,,,,,,1,1
1996,201,40,1,2,1,40,2,31,13,13,1,1,6,9,12,9,5,7,2,7,,,,,,,,,4,,,,,2,1,,,,,,1,1
1996,202,24,1,2,5,,2,65,12,11,2,1,2,2,12,9,5,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,203,,1,2,5,,7,68,14,20,2,1,3,3,,9,5,6,2,7,,,,,,4,1,2,,2,1,1,2,7,1,9,9,9,1,9,1,1
1996,204,60,4,,,,2,49,13,97,2,1,5,9,12,9,3,7,2,4,2,,,,2,,,,,,1,1,2,4,4,9,9,9,1,9,2,2
1996,205,50,1,1,1,40,0,62,18,13,1,1,3,9,12,9,6,,,,,,,,,4,1,2,,2,2,1,1,,,2,2,2,1,2,1,1
1996,206,,1,2,1,50,3,51,12,12,2,1,6,9,98,9,2,,,,,,,,,,,,1,,,,,,,,,,,,1,1
1996,207,40,2,2,,,3,60,16,97,1,1,3,9,12,9,5,6,5,6,,,,,,,,,,,,,,2,3,,,,,,1,1
1996,208,65,1,2,2,24,1,34,11,11,1,1,3,9,12,9,5,,,,,,,,,,,,1,,,,,,,,,,,,1,1
1996,209,32,1,2,1,50,2,37,12,14,1,1,4,9,12,9,6,7,6,7,,,,,,,,,5,,,,,3,3,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,211,40,1,2,1,40,2,39,17,14,2,1,4,9,9,9,1,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,212,48,1,2,7,,3,62,12,12,1,1,1,9,12,9,6,5,5,7,,,,,,3,1,1,,1,2,1,2,3,4,2,2,2,1,2,1,1
1996,213,10,5,,,,1,47,16,97,1,1,4,1,10,9,2,,,,2,,,,1,,,,,,2,1,2,,,8,8,8,8,8,,
1996,214,42,3,,,,3,43,13,97,2,1,4,8,8,9,1,7,2,3,,,,,,,,,,,,,,2,2,,,,,,1,1
1996,215,,5,,,,0,31,13,97,2,1,5,6,9,9,0,7,2,4,,,,,,,,,,,,,,2,4,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,217,55,3,,,,0,37,16,97,2,1,6,2,12,9,2,7,4,3,2,,,,2,,,,,,2,2,2,2,4,1,1,1,1,2,,
1996,218,46,1,1,1,50,3,43,16,18,2,1,6,9,12,9,5,6,5,7,,,,,,4,1,5,,5,1,1,2,3,4,1,2,1,2,2,1,1
1996,219,,1,2,1,50,3,39,15,13,2,1,6,9,,9,1,7,3,7,,,,,,,,,1,,,,,2,3,,,,,,1,1
1996,220,50,1,2,1,50,3,48,16,16,2,1,3,9,12,9,0,5,3,7,,,,,,,,,1,,,,,3,4,,,,,,1,1
1996,221,2,1,1,7,,3,59,13,12,1,1,6,2,12,9,4,,,,,,,,,2,3,1,,1,1,1,1,,,9,9,9,1,9,1,1
1996,222,,1,2,2,16,3,79,20,14,1,1,3,0,,9,0,4,5,7,,,,,,,,,1,,,,,3,4,,,,,,1,1
1996,223,70,1,1,1,50,0,45,18,18,2,1,6,2,12,9,0,3,3,5,,,,,,2,3,3,,3,2,1,2,2,4,1,1,1,1,2,1,1
1996,224,40,3,,,,0,45,16,97,2,1,3,1,12,9,2,7,2,2,2,,,,1,,,,,,2,1,1,2,4,2,2,1,2,2,1,1
1996,225,,3,,,,0,41,14,97,1,1,6,9,,9,1,3,4,7,,,,,,,,,,,,,,2,4,,,,,,4,1
1996,226,50,1,2,1,55,0,40,16,16,1,1,3,3,12,9,0,4,3,5,,,,,,,,,3,,,,,2,4,,,,,,1,1
1996,227,,1,1,2,36,0,51,18,17,1,1,3,0,12,9,5,,,,,,,,,4,1,1,,1,2,1,1,,,9,9,9,1,9,1,1
1996,228,50,5,,,,0,53,16,97,1,1,3,2,11,9,2,3,6,6,2,,,,2,,,,,,2,1,2,2,4,9,9,9,1,9,2,2
1996,229,70,5,,,,0,38,17,97,1,1,3,3,11,9,2,,,,2,,,,1,,,,,,1,1,2,,,9,9,9,1,9,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,231,32,4,,,,0,47,16,97,1,2,5,4,12,9,4,5,4,2,,,,,,,,,,,,,,3,3,,,,,,5,2
1996,232,40,3,,,,1,33,14,97,1,3,6,0,12,9,4,7,4,7,,,,,,,,,,,,,,1,3,,,,,,99,9
1996,233,60,1,2,2,22,0,28,12,15,1,1,6,0,13,9,3,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,234,,5,,,,1,41,14,97,2,2,3,3,,9,0,6,6,4,,,,,,,,,,,,,,1,4,,,,,,1,2
1996,235,25,1,2,1,40,1,28,16,12,2,3,3,0,5,9,0,,,,,,,,,3,1,3,,3,2,2,1,,,2,2,1,2,2,1,1
1996,236,35,1,2,2,20,2,59,18,20,2,1,3,1,12,9,2,4,4,6,,,,,,2,1,3,,3,2,1,2,2,4,2,2,2,1,2,1,1
1996,237,55,5,,,,0,30,16,97,1,3,6,0,12,9,0,4,5,3,,,,,,,,,,,,,,2,4,,,,,,5,2
1996,238,40,1,2,1,40,0,43,17,16,2,1,5,9,12,9,0,7,5,7,,,,,,4,2,4,,4,1,2,2,2,4,2,1,1,2,2,1,1
1996,239,40,5,,,,0,30,14,97,1,2,6,3,12,9,1,,,,,,,,,,,,,,,,,,,,,,,,,
1996,240,,2,2,,,0,41,19,97,1,3,3,9,12,9,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,242,,1,2,7,,4,54,20,16,1,3,5,0,99,9,2,4,4,7,,,,,,,,,1,,,,,4,1,,,,,,1,1
1996,243,99,1,1,1,32,1,40,15,14,2,1,5,7,6,9,2,,,,,,,,,3,1,5,,5,2,1,2,,,2,2,2,1,2,1,1
1996,244,,5,,,,5,30,11,97,2,3,6,9,99,9,2,,,,2,,,,2,,,,,,1,1,1,,,2,1,1,2,2,2,2
1996,245,,5,,,,0,23,13,97,2,1,6,9,,9,1,4,4,7,2,,,,2,,,,,,2,1,1,2,4,9,9,1,9,9,,
1996,246,,2,,,,2,75,7,97,2,2,1,7,,9,0,2,5,7,,,,,,,,,,,,,,3,3,,,,,,,
1996,247,35,5,,,,2,34,13,97,2,3,6,9,8,9,3,,,,,,,,,,,,,,,,,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,249,60,5,,,,9,36,12,97,2,2,6,9,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,1,1
1996,250,,5,,,,1,19,11,97,2,3,6,9,,9,2,2,2,7,1,1,1,1,,3,1,4,,4,2,1,2,2,4,1,1,1,1,2,1,1
1996,251,,1,2,2,25,4,64,10,15,2,1,4,7,,9,5,4,5,7,,,,,,,,,4,,,,,3,1,,,,,,1,1
1996,252,25,1,1,1,50,3,51,16,17,2,3,3,0,9,9,1,,,,,,,,,,,,2,,,,,,,,,,,,1,1
1996,253,48,1,2,1,58,0,28,15,16,2,3,6,0,11,9,5,7,3,7,,,,,,5,1,5,,5,2,2,1,2,3,2,2,1,2,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,255,40,1,2,1,40,0,24,16,12,2,1,6,9,12,9,3,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,256,40,1,2,1,47,0,31,13,12,1,1,4,9,12,9,4,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,257,,1,2,1,75,2,32,14,14,2,1,5,9,12,9,6,2,3,5,,,,,,,,,4,,,,,2,2,,,,,,1,1
1996,258,20,1,2,1,60,3,36,13,14,2,1,4,9,5,9,5,5,5,6,,,,,,3,1,5,,5,2,1,2,3,2,2,2,2,1,2,1,1
1996,259,40,1,2,1,40,3,42,14,18,2,1,5,9,12,9,5,5,6,6,,,,,,,,,4,,,,,2,4,,,,,,1,1
1996,260,40,3,,,,1,49,16,97,2,1,4,8,12,9,1,3,3,7,,,,,,,,,,,,,,9,4,,,,,,2,2
1996,261,40,1,2,6,,4,37,14,14,1,1,4,9,12,9,5,4,5,5,,,,,,2,3,1,,1,2,1,2,2,1,2,2,2,1,2,1,1
1996,262,50,1,1,1,40,2,59,17,12,1,1,5,0,12,9,5,3,2,2,,,,,,2,3,2,,2,1,1,1,2,1,2,1,1,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,264,,2,2,,,0,75,13,97,2,1,1,4,,9,5,2,4,7,2,,,,2,,,,,,2,1,2,2,3,1,2,2,1,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,266,55,5,,,,0,52,14,97,1,1,4,8,12,9,5,,,,,,,,,,,,,,,,,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,268,,2,2,,,2,81,12,97,2,1,3,4,,9,1,7,2,7,,,,,,,,,,,,,,3,4,,,,,,0,
1996,269,,1,2,1,60,5,60,12,12,2,1,3,0,,9,6,,,,,,,,,4,1,5,,5,1,2,2,,,2,2,2,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,272,,2,1,,,0,79,14,97,2,1,2,5,99,9,1,7,3,7,,,,,,,,,,,,,,4,4,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,274,35,4,,,,0,35,13,97,1,1,5,9,12,9,6,1,2,4,2,,,,1,,,,,,2,1,1,2,3,2,2,2,2,1,2,1
1996,275,50,5,,,,0,30,14,97,1,1,1,3,12,9,1,,,,,,,,,,,,,,,,,,,,,,,,1,1
1996,276,,5,,,,0,19,12,97,2,3,4,9,,9,0,7,2,7,2,,,,1,,,,,,2,1,1,2,4,1,2,1,2,2,0,
1996,277,36,5,,,,0,61,16,97,1,1,3,2,12,9,0,2,3,3,,,,,,,,,,,,,,2,4,,,,,,3,1
1996,278,,2,2,,,1,76,9,97,2,1,4,2,,9,3,2,3,7,,,,,,,,,,,,,,4,1,,,,,,0,
1996,279,60,1,1,1,60,4,52,12,12,2,1,5,8,12,9,2,4,3,6,,,,,,3,1,3,,3,2,1,2,2,3,1,1,1,1,1,1,1
1996,280,,4,,,,4,51,16,97,2,1,5,3,12,9,5,,,,1,2,2,2,,,,,,,2,2,2,,,1,2,2,2,2,1,1
1996,281,37,5,,,,0,28,11,97,2,1,6,9,12,9,3,7,5,4,,,,,,,,,,,,,,2,4,,,,,,4,1
1996,282,40,3,,,,2,35,12,97,1,1,5,9,5,9,2,,,,,,,,,,,,,,,,,,,,,,,,0,
1996,283,50,5,,,,0,43,14,97,1,1,5,9,12,9,2,,,,,,,,,,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,286,40,1,2,7,,2,52,16,16,1,3,1,0,12,9,5,,,,,,,,,3,1,1,,1,1,2,2,,,1,1,1,1,2,1,1
1996,287,,1,2,1,40,2,37,14,12,1,1,5,4,12,9,0,7,5,5,,,,,,3,1,1,,1,1,1,1,2,1,2,2,1,2,2,1,1
1996,288,40,3,,,,2,33,13,97,2,1,3,9,11,9,1,4,4,5,,,,,,,,,,,,,,2,2,,,,,,3,2
1996,289,,1,2,1,45,1,20,13,12,2,1,4,9,2,9,3,2,7,7,,,,,,4,1,5,,5,1,1,1,5,3,2,2,2,1,2,1,1
1996,290,50,1,2,7,,0,26,14,12,1,3,3,0,9,9,1,6,3,7,,,,,,3,1,1,,1,1,2,1,2,4,2,2,1,2,2,1,1
1996,291,38,3,,,,3,36,12,97,2,3,4,0,10,9,3,7,5,7,,,,,,,,,,,,,,3,2,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,294,20,1,1,1,80,2,47,17,14,2,1,3,5,9,9,4,5,3,7,,,,,,,,,4,,,,,4,4,,,,,,1,1
1996,295,,3,,,,4,82,8,97,2,1,1,9,99,9,0,7,6,7,,,,,,,,,,,,,,2,1,,,,,,0,
1996,296,,1,1,2,30,7,63,6,10,1,3,3,8,,9,0,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,297,,5,,,,0,47,14,97,1,1,3,9,1,9,1,,,,2,,,,1,,,,,,2,2,2,,,9,9,9,1,9,3,2
1996,298,,3,,,,0,32,13,97,2,1,6,9,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,1,1
1996,299,,2,2,,,0,72,8,97,2,1,1,7,99,9,6,7,3,7,2,,,,2,,,,,,2,2,2,2,1,2,2,2,1,2,0,
1996,300,,5,,,,1,27,12,97,1,1,4,9,,9,5,5,2,2,,,,,,,,,,,,,,0,4,,,,,,5,2
1996,301,40,1,2,2,24,2,30,14,14,1,1,4,9,12,9,3,,,,,,,,,3,1,2,,2,2,1,2,,,1,1,1,1,2,1,1
1996,302,60,1,2,7,,2,38,13,12,1,2,6,9,11,9,0,,,,,,,,,,,,1,,,,,,,,,,,,1,1
1996,303,40,3,,,,3,36,13,97,2,3,4,9,11,9,0,5,3,7,,,,,,,,,,,,,,2,2,,,,,,1,1
1996,304,,5,,,,1,34,12,97,2,1,4,9,10,9,3,,,,,,,,,,,,,,,,,,,,,,,,3,1
1996,305,40,5,,,,1,20,12,97,2,1,4,9,9,9,3,1,6,5,,,,,,,,,,,,,,2,1,,,,,,3,1
1996,306,,2,1,,,2,70,14,97,2,1,5,7,,9,7,,,,,,,,,,,,,,,,,,,,,,,,0,
1996,307,,1,2,5,,0,75,8,13,2,1,3,9,,9,5,7,6,7,,,,,,,,,4,,,,,4,4,,,,,,1,1
1996,308,,3,,,,4,53,14,97,2,1,1,9,,9,5,2,3,7,,,,,,,,,,,,,,2,1,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,310,40,1,2,2,2,2,51,15,12,1,1,4,9,8,9,4,7,5,7,,,,,,3,3,1,,1,2,2,2,2,2,2,2,1,2,2,1,1
1996,311,,5,,,,5,53,10,97,2,2,4,2,12,9,1,3,4,5,2,,,,2,,,,,,2,1,2,2,3,1,1,1,1,2,0,
1996,312,42,5,,,,1,22,13,97,2,3,4,9,10,9,0,4,5,7,,,,,,,,,,,,,,3,3,,,,,,1,1
1996,313,15,1,2,4,,2,38,16,18,2,1,6,0,9,9,2,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,314,,4,,,,3,33,12,97,2,1,4,9,,9,1,3,3,6,1,2,2,1,,,,,,,2,1,1,2,3,1,2,2,2,2,2,1
1996,315,,4,,,,4,25,10,97,2,1,3,9,,9,4,,,,2,,,,2,,,,,,1,1,1,,,1,1,1,1,2,1,1
1996,316,,1,2,3,,2,32,17,19,2,3,6,0,,9,1,7,4,7,,,,,,3,1,5,,5,2,1,1,2,3,1,1,1,1,2,1,1
1996,317,38,1,2,1,40,2,26,12,11,2,3,4,0,5,9,3,,,,,,,,,4,2,1,,1,1,1,1,,,1,1,1,1,2,1,1
1996,318,,5,,,,0,26,12,97,1,1,3,9,9,9,1,2,3,2,,,,,,,,,,,,,,4,3,,,,,,4,2
1996,319,,5,,,,0,24,12,97,1,1,4,9,6,9,3,3,1,3,,,,,,,,,,,,,,2,4,,,,,,4,1
1996,320,46,1,2,1,65,0,24,16,16,2,1,1,3,8,9,6,7,3,5,,,,,,,,,2,,,,,2,1,,,,,,1,1
1996,321,36,4,,,,1,28,11,97,2,1,4,9,8,9,2,3,4,4,2,,,,2,,,,,,2,1,2,2,4,2,2,2,1,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,323,,2,2,,,0,88,13,97,2,1,6,3,,3,6,7,7,7,,,,,,,,,,,,,,3,1,,,,,,,
1996,324,40,1,2,2,22,2,36,13,18,1,1,5,3,12,3,2,,,,,,,,,3,3,1,,1,2,1,2,,,2,2,2,2,1,1,1
1996,325,40,2,2,,,0,55,20,97,2,1,5,3,12,3,2,2,2,7,,,,,,,,,,,,,,4,3,,,,,,0,
1996,326,,1,2,1,45,2,29,16,17,2,1,5,3,10,3,1,7,3,5,,,,,,3,1,5,,5,1,1,2,8,3,2,2,2,1,2,1,1
1996,327,,3,,,,0,62,12,97,1,1,3,3,,3,4,,,,,,,,,,,,,,,,,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,329,,2,2,,,3,86,10,97,1,1,6,3,,3,3,3,4,7,,,,,,,,,,,,,,3,1,,,,,,,
1996,330,,2,2,,,3,80,10,97,2,1,6,3,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,332,,2,2,,,2,72,12,97,2,1,6,3,,3,3,2,2,7,2,,,,2,,,,,,1,1,2,4,1,1,1,1,1,2,0,
1996,333,40,5,,,,0,25,16,97,2,1,6,3,12,3,5,,,,1,2,3,2,,,,,,,2,1,1,,,1,1,1,1,2,1,1
1996,334,40,2,1,,,2,41,12,97,2,1,6,3,,3,5,,,,,,,,,,,,,,,,,,,,,,,,0,
1996,335,65,1,2,7,,1,25,12,12,1,1,6,3,12,3,3,2,2,4,,,,,,,,,1,,,,,3,3,,,,,,1,1
1996,336,65,1,2,7,,0,32,14,10,1,1,6,3,12,3,1,5,4,6,,,,,,2,3,1,,1,2,1,1,2,3,9,9,9,1,2,1,1
1996,337,40,5,,,,0,35,12,97,1,1,6,3,12,3,0,2,2,7,,,,,,,,,,,,,,3,2,,,,,,1,1
1996,338,43,5,,,,0,37,12,97,1,1,5,3,11,3,5,5,2,5,2,,,,1,,,,,,2,1,2,3,4,9,9,9,1,9,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,340,89,3,,,,0,32,15,97,1,1,6,0,12,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
1996,341,65,3,,,,2,38,17,97,1,2,6,0,12,3,0,2,6,7,1,2,2,2,,,,,,,1,1,1,3,4,2,2,2,1,2,1,1
1996,342,,5,,,,8,42,12,97,1,2,1,6,,3,3,7,7,7,,,,,,,,,,,,,,8,4,,,,,,1,2
1996,343,42,5,,,,1,26,12,97,2,2,6,3,8,3,2,,,,2,,,,1,,,,,,2,1,2,,,9,9,1,9,9,2,1
1996,344,80,1,2,7,,2,46,8,10,1,2,4,6,12,3,2,4,4,4,,,,,,1,1,1,,1,2,1,2,2,4,1,1,1,1,2,,
1996,345,28,3,,,,2,32,12,97,2,2,6,3,11,3,1,,,,,,,,,,,,,,,,,,,,,,,,1,1
1996,346,,2,2,,,0,68,9,97,2,2,3,6,99,3,0,2,7,7,1,2,3,4,,,,,,,2,2,1,8,4,2,1,1,2,1,1,2
1996,347,30,1,1,1,40,7,45,10,11,2,2,6,3,2,3,3,7,4,4,,,,,,,,,6,,,,,9,1,,,,,,1,1
1996,348,6,5,,,,2,25,13,97,2,2,6,3,2,3,0,7,4,6,,,,,,,,,,,,,,2,2,,,,,,1,1
1996,349,,2,1,,,2,73,10,97,2,2,2,6,,3,2,4,6,7,,,,,,,,,,,,,,4,1,,,,,,,
1996,350,63,1,2,1,40,1,31,14,13,1,2,6,3,12,3,0,7,3,6,,,,,,,,,6,,,,,2,1,,,,,,1,1
1996,351,,5,,,,2,37,17,97,2,2,6,3,,3,2,,,,2,,,,1,,,,,,2,2,2,,,1,1,1,9,9,1,2
1996,352,60,5,,,,1,57,16,97,1,2,3,7,12,3,1,,,,,,,,,,,,,,,,,,,,,,,,1,1
1996,353,,1,2,7,,2,34,12,12,2,2,6,3,,3,0,4,2,7,,,,,,3,1,1,,1,2,1,1,2,1,9,9,9,1,9,1,1
1996,354,40,5,,,,0,24,14,97,2,2,6,3,9,3,2,,,,1,2,3,4,,,,,,,2,1,2,,,2,2,1,2,9,4,1
1996,355,,5,,,,3,28,11,97,2,2,6,3,,3,2,3,7,7,,,,,,,,,,,,,,3,4,,,,,,2,1
1996,356,70,4,,,,6,37,12,97,2,2,6,3,12,3,1,7,7,7,2,,,,1,,,,,,1,1,1,4,1,9,9,9,1,9,0,
1996,357,21,2,2,,,1,55,7,97,2,2,3,7,2,3,0,7,7,7,2,,,,1,,,,,,2,1,2,2,4,9,9,9,1,9,9,9
1996,358,45,4,,,,1,28,15,97,2,2,6,3,9,3,0,7,3,7,,,,,,,,,,,,,,3,3,,,,,,1,1
1996,359,,4,,,,1,69,10,97,2,1,6,3,,3,2,,,,2,,,,2,,,,,,2,1,2,,,1,1,2,2,2,0,
1996,360,,4,,,,7,56,12,97,2,2,2,6,,3,3,4,6,7,1,2,2,2,,,,,,,2,1,2,4,1,2,2,1,2,9,1,1
1996,361,,5,,,,1,24,11,97,2,1,5,3,2,3,2,,,,1,2,2,1,,,,,,,2,1,1,,,1,2,2,2,2,1,1
1996,362,32,3,,,,3,44,12,97,2,1,5,3,9,3,2,,,,,,,,,,,,,,,,,,,,,,,,0,
1996,363,,1,2,7,,2,31,13,12,1,1,3,3,12,3,5,4,2,2,,,,,,3,1,1,,1,1,1,1,2,4,1,1,1,1,9,1,1
1996,364,15,3,,,,0,45,12,97,1,1,5,3,7,3,4,4,4,7,1,2,1,1,,,,,,,2,1,1,3,3,9,9,9,1,9,1,1
1996,365,,1,2,2,50,3,56,15,18,2,1,5,3,,3,3,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,366,30,1,1,2,10,2,50,16,13,1,1,3,3,12,3,1,7,5,7,,,,,,4,1,1,,1,2,2,1,2,3,2,2,1,2,2,1,1
1996,367,45,3,,,,1,54,12,97,2,1,5,3,12,3,2,5,4,5,2,,,,1,,,,,,1,1,2,2,3,1,1,1,1,2,,
1996,368,48,5,,,,0,32,16,97,1,1,5,3,12,3,5,3,1,2,,,,,,,,,,,,,,5,4,,,,,,4,2
1996,369,40,5,,,,0,25,17,97,2,1,1,3,9,3,5,7,2,7,1,2,1,1,,,,,,,2,1,2,1,2,2,2,1,2,2,,
1996,370,15,1,2,2,30,1,26,12,12,2,2,6,3,3,3,0,7,4,7,,,,,,,,,1,,,,,2,4,,,,,,,
1996,371,40,3,,,,0,49,16,97,1,1,6,3,12,3,2,,,,,,,,,,,,,,,,,,,,,,,,3,1
1996,372,50,5,,,,0,32,19,97,1,1,5,3,12,3,0,,,,,,,,,,,,,,,,,,,,,,,,1,1
1996,373,,1,2,1,60,3,33,18,16,2,1,5,3,1,3,0,4,5,4,,,,,,,,,5,,,,,3,4,,,,,,1,1
1996,374,40,5,,,,0,31,16,97,2,2,3,4,11,3,1,7,5,7,1,2,1,1,,,,,,,2,1,2,2,3,9,9,9,1,9,1,1
1996,375,,5,,,,0,32,16,97,2,2,6,3,12,3,1,4,4,5,1,2,2,2,,,,,,,2,1,2,4,3,8,8,1,8,8,1,1
1996,376,40,1,2,1,40,0,45,14,14,2,1,1,3,12,3,5,,,,,,,,,,,,3,,,,,,,,,,,,1,1
1996,377,55,1,1,1,40,4,56,13,16,1,1,4,3,12,3,6,,,,,,,,,3,1,1,,1,2,1,2,,,1,1,1,1,2,1,1
1996,378,,1,2,1,60,2,27,16,20,2,1,5,3,,3,5,6,4,6,,,,,,3,1,5,,5,1,1,1,2,4,1,2,1,9,9,1,1
1996,379,,1,2,2,19,4,72,12,12,1,1,5,3,,3,5,2,4,7,,,,,,4,1,1,,1,2,1,2,4,1,1,1,1,1,2,0,
1996,380,49,3,,,,4,39,12,97,2,1,3,8,12,3,3,,,,2,,,,2,,,,,,1,1,1,,,1,1,1,1,2,,
1996,381,40,1,2,7,,2,35,17,16,1,1,3,3,12,3,5,4,5,5,,,,,,1,3,1,,1,1,1,1,2,4,1,1,1,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,383,60,1,2,1,60,2,38,18,16,1,1,4,3,12,3,3,,,,,,,,,2,3,4,,4,2,2,2,,,1,1,1,1,2,1,1
1996,384,,1,2,7,,3,70,12,8,1,1,3,0,,3,3,7,7,7,,,,,,3,1,1,,1,2,1,2,9,3,1,2,1,8,8,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,386,40,5,,,,0,32,17,97,2,1,5,3,13,3,6,6,3,2,,,,,,,,,,,,,,2,4,,,,,,5,1
1996,387,42,5,,,,0,23,14,97,1,1,3,3,9,3,1,,,,2,,,,1,,,,,,2,1,2,,,1,1,2,8,8,0,
1996,388,,2,1,,,3,83,12,97,2,1,6,3,,3,2,7,7,7,,,,,,,,,,,,,,2,1,,,,,,0,
1996,389,48,5,,,,1,28,12,97,1,1,3,3,12,3,4,7,7,7,1,1,3,4,,5,2,1,,1,2,1,2,1,3,2,1,1,2,2,1,1
1996,390,40,1,2,1,40,0,31,14,12,1,1,3,3,11,3,1,,,,,,,,,,,,1,,,,,,,,,,,,1,1
1996,391,44,2,1,,,4,34,13,97,1,2,6,3,9,3,2,7,7,7,2,,,,2,,,,,,2,1,2,4,4,1,1,1,1,2,5,2
1996,392,,2,2,,,2,87,12,97,1,1,4,3,,3,0,,,,,,,,,,,,,,,,,,,,,,,,99,9
1996,393,70,1,2,1,40,0,50,12,12,1,2,2,6,11,3,0,6,6,7,,,,,,,,,5,,,,,3,4,,,,,,1,1
1996,394,40,1,2,1,35,2,61,12,12,1,1,2,4,12,3,5,3,4,6,,,,,,,,,3,,,,,4,1,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
